n,mae_ug_m3,rmse_ug_m3,bias_ug_m3,correlation,r2,split,forecast_hour,model,station_code,skill_vs_persistence_pct
231,8.181984662528846,12.147585296932407,-1.8916115952293566,0.7031666539479519,0.46912282855485976,test,3,champion,PEKANBARU2,36.26792362273523
219,7.68777260542163,11.86890775647786,-0.820759085257417,0.7763813330841968,0.6006108201002134,test,3,champion,PESAWARAN,40.046214636160634
227,18.144957824671316,57.915134297410354,-11.021050332300174,0.7473304051494157,0.3453875480959351,test,3,champion,PONTIANAK2,34.74277660571647
221,3.684208922825448,5.925079374443725,-1.0577799033547288,0.5832270200924101,0.29613237852982144,test,3,champion,SAMARINDA2,18.062778308903702
236,6.948119832494421,9.488208016943007,0.276044772720271,0.7141433024121301,0.5093474242397706,test,3,champion,SEMARANG,38.675482236856894
181,12.57596681252587,42.91388585654952,-9.599665137019311,0.7964443750019647,0.45020651531058875,test,3,champion,SINTANG,16.20960049079061
223,2.5099926763433142,4.218342057202058,-0.11524392872016136,0.8144754178878423,0.6631096109293177,test,3,champion,SORONG,25.200004433441247
238,28.458427964776398,88.98852824173251,-19.190132330722246,0.6841765803208296,0.24615484112846964,test,3,champion,SUPADIO,17.518834643048553
195,3.8283935462880447,6.299324329822372,-0.8407923791122401,0.8714697718360627,0.7421960035121604,test,3,champion,TANJUNGHARAPAN2,-0.7743981541804557
241,5.168639926776932,7.761042380871489,1.727762762162086,0.4707099733514949,-0.1004120356109035,test,3,prediction_q50,BANJARBARU2,76.23319107910093
228,4.099729628443967,5.853019347872241,-0.37705497696949103,0.6315813944556472,0.3960194640442475,test,3,prediction_q50,BATAM2,28.700354287931006
226,6.974420947741257,9.174402449300048,1.0655764154285234,0.7971570730339327,0.6293900458797945,test,3,prediction_q50,BENGKULU,64.46835882442858
